id,lat,lon,location,date,severity,borough,temperature_2m,relative_humidity_2m,precipitation,rain,snowfall,cloud_cover,wind_speed_10m
129721,51.478614,-0.144211,Battersea Park Road 108 metres north east of junction with Prince of Wales Drive,2010-04-13 22:10:00+00:00,Fatal,Wandsworth,6.860499858856201,72.51045989990234,0.0,0.0,0.0,73.19999694824219,15.978484153747559
142377,51.607824,-0.37377,The Broadway junction with Grimsdyke Road,2010-07-20 06:22:00+00:00,Fatal,Harrow,16.413000106811523,71.81758880615234,0.0,0.0,0.0,84.60000610351562,5.692099571228027
142379,51.582775,-0.363695,Imperial Drive junction with Elm Road,2010-08-16 09:00:00+00:00,Fatal,Harrow,14.421500205993652,74.13212585449219,0.0,0.0,0.0,87.89999389648438,23.185789108276367
124433,51.527914,-0.095065,Dingley Road junction with Ironmonger Row,2010-01-08 09:00:00+00:00,Fatal,Islington,-5.800000190734863,87.10620880126953,0.0,0.0,0.0,26.999998092651367,15.15852165222168
129733,51.448942,-0.173047,Trinity Road junction with Magdalen Road,2010-10-22 23:35:00+00:00,Fatal,Wandsworth,9.516999244689941,83.53939819335938,0.0,0.0,0.0,100.0,19.694992065429688
129755,51.459698,-0.21753,Putney Hill junction with St John's Avenue,2010-01-30 21:20:00+00:00,Fatal,Wandsworth,-2.0739998817443848,84.8915786743164,0.0,0.0,0.0,0.0,10.661107063293457
124447,51.55929,-0.116837,Seven Sisters Road 25 metres south west of junction with Axminster Road,2010-07-29 13:30:00+00:00,Fatal,Islington,19.788999557495117,50.58264923095703,0.0,0.0,0.0,100.0,16.37505340576172
121421,51.515862,-0.08937,Moorgate 25 metres north of junction with Telegraph Street,2010-08-17 14:45:00+00:00,Fatal,City of London,17.684999465942383,79.19404602050781,0.0,0.0,0.0,100.0,19.969457626342773
132531,51.633364,0.009345,Station Road junction with Connaught Avenue,2010-06-05 11:50:00+00:00,Fatal,Waltham Forest,23.418001174926758,51.71224594116211,0.0,0.0,0.0,36.30000305175781,6.915374279022217
132532,51.630037,-0.017098,Waltham Way 238 metres south west of junction with Valley Side,2010-08-01 16:47:00+00:00,Fatal,Waltham Forest,21.59749984741211,49.066688537597656,0.0,0.0,0.0,98.0999984741211,10.144082069396973
127566,51.448927,-0.017184,Rushey Green junction with Rosenthal Road,2010-05-15 02:56:00+00:00,Fatal,Lewisham,3.815999984741211,91.54724884033203,0.0,0.0,0.0,11.699999809265137,6.569382667541504
127575,51.468016,-0.01866,Brookmill Road 37 metres south of junction with Elverson Road,2010-07-15 00:41:00+00:00,Fatal,Lewisham,14.784500122070312,85.5464859008789,0.20000000298023224,0.20000000298023224,0.0,100.0,24.819122314453125
127591,51.456534,0.011358,Burnt Ash Road junction with Lee High Road,2010-12-11 20:40:00+00:00,Fatal,Lewisham,4.263000011444092,94.20098114013672,0.0,0.0,0.0,35.39999771118164,9.178235054016113
135095,51.519936,0.057826,Newham Way 85 metres west junction with Woolwich Manor Way,2010-04-03 16:34:00+00:00,Fatal,Newham,10.753999710083008,71.48087310791016,0.4000000059604645,0.4000000059604645,0.0,79.5,11.988594055175781
135098,51.517221,0.034051,Newham Way junction with Tollgate Road,2010-04-24 06:08:00+00:00,Fatal,Newham,3.2300000190734863,89.24849700927734,0.0,0.0,0.0,28.500001907348633,8.049844741821289
135101,51.551514,-0.016043,A12 junction with Waterden Road,2010-06-09 17:36:00+00:00,Fatal,Newham,17.979999542236328,78.72513580322266,1.0,1.0,0.0,70.5,12.324414253234863
135102,51.50859,0.0638,Royal Albert Way 394 metres west of junction with Woolwich Manor Way,2010-08-15 00:56:00+00:00,Fatal,Newham,14.32349967956543,94.94252014160156,0.0,0.0,0.0,63.29999542236328,13.479582786560059
135103,51.531368,-0.010576,High Street 110 metres south west of junction with Sugar House Lane,2010-08-23 15:33:00+00:00,Fatal,Newham,20.340999603271484,76.5870361328125,0.20000000298023224,0.20000000298023224,0.0,51.0,31.90217399597168
503671,51.633364,0.009345,Station Road junction with Connaught Avenue,2010-06-05 11:50:00+00:00,Fatal,Waltham Forest,23.418001174926758,51.71224594116211,0.0,0.0,0.0,36.30000305175781,6.915374279022217
503672,51.630037,-0.017098,Waltham Way 238 metres south west of junction with Valley Side,2010-08-01 16:47:00+00:00,Fatal,Waltham Forest,21.59749984741211,49.066688537597656,0.0,0.0,0.0,98.0999984741211,10.144082069396973
140323,51.5009,-0.284937,Gunnersbury Avenue junction with Gunnersbury Lane,2010-10-24 06:50:00+00:00,Fatal,Ealing,2.7044999599456787,89.84801483154297,0.0,0.0,0.0,0.0,12.096214294433594
140331,51.54785,-0.393649,Western Avenue 399 metres east of junction with west End Road,2010-04-15 23:50:00+00:00,Fatal,Ealing,4.546000003814697,83.52291870117188,0.0,0.0,0.0,12.59999942779541,15.990646362304688
140348,51.51075,-0.370312,Uxbridge Road 35 metres east of junction with Park View Road,2010-08-11 17:50:00+00:00,Fatal,Ealing,20.10900115966797,51.352630615234375,0.0,0.0,0.0,77.40000915527344,11.50311279296875
496332,51.548516,-0.040982,Crozier Terrace junction with Homerton High Street,2010-07-14 13:35:00+00:00,Fatal,Hackney,19.6195011138916,69.1942138671875,0.0,0.0,0.0,100.0,19.08339500427246
496333,51.545905,-0.06244,Graham Road junction with Navarino Road,2010-08-05 12:15:00+00:00,Fatal,Hackney,18.13249969482422,50.6518669128418,0.0,0.0,0.0,49.80000305175781,16.7661075592041
496338,51.524903,-0.081351,Great eastern Street junction with Charlotte Road,2010-10-19 19:58:00+00:00,Fatal,Hackney,7.369499683380127,88.35086059570312,0.0,0.0,0.0,15.299999237060547,15.192682266235352
496339,51.52888,-0.088104,Vestry Street 55 metres north east of junction with Provost Street,2010-10-22 22:39:00+00:00,Fatal,Hackney,9.256500244140625,83.50819396972656,0.0,0.0,0.0,100.0,19.87839126586914
496380,51.537885,-0.045188,Lauriston Road junction with Victoria Park Road,2010-03-10 08:40:00+00:00,Fatal,Hackney,1.8259999752044678,84.40747833251953,0.0,0.0,0.0,63.89999771118164,20.523157119750977
125192,51.548516,-0.040982,Crozier Terrace junction with Homerton High Street,2010-07-14 13:35:00+00:00,Fatal,Hackney,19.6195011138916,69.1942138671875,0.0,0.0,0.0,100.0,19.08339500427246
125193,51.545905,-0.06244,Graham Road junction with Navarino Road,2010-08-05 12:15:00+00:00,Fatal,Hackney,18.13249969482422,50.6518669128418,0.0,0.0,0.0,49.80000305175781,16.7661075592041
125198,51.524903,-0.081351,Great eastern Street junction with Charlotte Road,2010-10-19 19:58:00+00:00,Fatal,Hackney,7.369499683380127,88.35086059570312,0.0,0.0,0.0,15.299999237060547,15.192682266235352
125199,51.52888,-0.088104,Vestry Street 55 metres north east of junction with Provost Street,2010-10-22 22:39:00+00:00,Fatal,Hackney,9.256500244140625,83.50819396972656,0.0,0.0,0.0,100.0,19.87839126586914
506235,51.519936,0.057826,Newham Way 85 metres west junction with Woolwich Manor Way,2010-04-03 16:34:00+00:00,Fatal,Newham,10.753999710083008,71.48087310791016,0.4000000059604645,0.4000000059604645,0.0,79.5,11.988594055175781
506238,51.517221,0.034051,Newham Way junction with Tollgate Road,2010-04-24 06:08:00+00:00,Fatal,Newham,3.2300000190734863,89.24849700927734,0.0,0.0,0.0,28.500001907348633,8.049844741821289
506241,51.551514,-0.016043,A12 junction with Waterden Road,2010-06-09 17:36:00+00:00,Fatal,Newham,17.979999542236328,78.72513580322266,1.0,1.0,0.0,70.5,12.324414253234863
506242,51.50859,0.0638,Royal Albert Way 394 metres west of junction with Woolwich Manor Way,2010-08-15 00:56:00+00:00,Fatal,Newham,14.32349967956543,94.94252014160156,0.0,0.0,0.0,63.29999542236328,13.479582786560059
506243,51.531368,-0.010576,High Street 110 metres south west of junction with Sugar House Lane,2010-08-23 15:33:00+00:00,Fatal,Newham,20.340999603271484,76.5870361328125,0.20000000298023224,0.20000000298023224,0.0,51.0,31.90217399597168
125240,51.537885,-0.045188,Lauriston Road junction with Victoria Park Road,2010-03-10 08:40:00+00:00,Fatal,Hackney,1.8259999752044678,84.40747833251953,0.0,0.0,0.0,63.89999771118164,20.523157119750977
135579,51.488483,0.166462,Bronze Age Way 93 metres south east of junction with Lower Road,2010-06-24 03:58:00+00:00,Fatal,Bexley,14.373499870300293,81.3703842163086,0.0,0.0,0.0,12.0,8.08999252319336
135585,51.47328,0.127437,Brampton Road 38 metres north west of junction with Preston Drive,2010-10-03 10:30:00+00:00,Fatal,Bexley,17.73550033569336,81.01529693603516,0.0,0.0,0.0,100.0,32.6887092590332
143551,51.633218,-0.30018,Edgware Way (Watford By-Pass) 60 metres north junction with M1 Junction 4,2010-04-26 07:20:00+00:00,Fatal,Barnet,10.092499732971191,84.4681396484375,0.0,0.0,0.0,100.0,16.919998168945312
143560,51.594675,-0.205754,Hendon Lane 44 metres north east of junction with Fitzalan Road,2010-06-06 01:59:00+00:00,Fatal,Barnet,16.039499282836914,88.78860473632812,0.20000000298023224,0.20000000298023224,0.0,69.30000305175781,4.510787010192871
143564,51.638604,-0.168036,Netherland's Road junction with Temple Avenue,2010-06-16 20:05:00+00:00,Fatal,Barnet,12.883000373840332,64.87248992919922,0.0,0.0,0.0,0.0,15.986593246459961
143567,51.60584,-0.160257,Pinkham Way (Ncr) junction with Coppetts Close,2010-07-18 13:48:00+00:00,Fatal,Barnet,20.852500915527344,58.45214080810547,0.0,0.0,0.0,82.80000305175781,19.09358024597168
143571,51.557307,-0.214293,Cricklewood Lane 100 metres east of junction with Cricklewood Broadway,2010-07-22 13:20:00+00:00,Fatal,Barnet,18.08049964904785,73.07205200195312,0.20000000298023224,0.20000000298023224,0.0,65.39999389648438,13.039753913879395
143580,51.581011,-0.211921,North Circular Road junction with Golders Green Road,2010-09-03 01:30:00+00:00,Fatal,Barnet,11.675999641418457,91.73465728759766,0.0,0.0,0.0,18.899999618530273,8.08999252319336
143585,51.644424,-0.20895,Mays Lane junction with Alan Drive,2010-10-12 15:33:00+00:00,Fatal,Barnet,12.60949993133545,70.13667297363281,0.0,0.0,0.0,89.0999984741211,15.077081680297852
143587,51.566721,-0.206566,The Vale junction with Hendon Way,2010-10-18 18:44:00+00:00,Fatal,Barnet,11.406499862670898,70.38257598876953,0.0,0.0,0.0,68.69999694824219,14.458381652832031
143589,51.595383,-0.170064,High Road 29 metres north west of junction with Chandos Road,2010-11-02 17:04:00+00:00,Fatal,Barnet,12.611499786376953,75.33267211914062,0.0,0.0,0.0,64.80000305175781,23.419376373291016
133256,51.603885,0.018874,High Road 25 metres north of junction with Broomhill Walk,2010-04-28 22:57:00+00:00,Fatal,Redbridge,12.022500038146973,67.42010498046875,0.0,0.0,0.0,33.0,11.090103149414062
133259,51.578332,0.096546,Leyswood Drive 49 metres south east of junction with Homefield Avenue,2010-07-28 17:14:00+00:00,Fatal,Redbridge,20.363000869750977,52.111995697021484,0.0,0.0,0.0,71.0999984741211,17.49614906311035
143615,51.604174,-0.111947,High Road junction with Truro Road,2010-07-29 14:54:00+00:00,Fatal,Haringey,19.851999282836914,49.58740997314453,0.0,0.0,0.0,100.0,16.07552146911621
498706,51.448927,-0.017184,Rushey Green junction with Rosenthal Road,2010-05-15 02:56:00+00:00,Fatal,Lewisham,3.815999984741211,91.54724884033203,0.0,0.0,0.0,11.699999809265137,6.569382667541504
498715,51.468016,-0.01866,Brookmill Road 37 metres south of junction with Elverson Road,2010-07-15 00:41:00+00:00,Fatal,Lewisham,14.784500122070312,85.5464859008789,0.20000000298023224,0.20000000298023224,0.0,100.0,24.819122314453125
498731,51.456534,0.011358,Burnt Ash Road junction with Lee High Road,2010-12-11 20:40:00+00:00,Fatal,Lewisham,4.263000011444092,94.20098114013672,0.0,0.0,0.0,35.39999771118164,9.178235054016113
133278,51.603071,0.019127,High Road Woodford Green junction with Bunces Lane,2010-01-18 19:18:00+00:00,Fatal,Redbridge,5.648499965667725,95.58651733398438,0.0,0.0,0.0,87.0,7.4215898513793945
506719,51.488483,0.166462,Bronze Age Way 93 metres south east of junction with Lower Road,2010-06-24 03:58:00+00:00,Fatal,Bexley,14.373499870300293,81.3703842163086,0.0,0.0,0.0,12.0,8.08999252319336
506725,51.47328,0.127437,Brampton Road 38 metres north west of junction with Preston Drive,2010-10-03 10:30:00+00:00,Fatal,Bexley,17.73550033569336,81.01529693603516,0.0,0.0,0.0,100.0,32.6887092590332
497214,51.506068,-0.003464,Blackwall Tunnel (southbound) 513 metres south of junction with east India Dock Road.,2010-07-07 15:52:00+00:00,Fatal,Tower Hamlets,21.547500610351562,69.79216766357422,0.8999999761581421,0.8999999761581421,0.0,95.0999984741211,19.959720611572266
497221,51.508069,-0.004818,Aspen Way 200 metres north east of junction with Prestons Road,2010-10-18 02:09:00+00:00,Fatal,Tower Hamlets,5.310499668121338,77.87030792236328,0.0,0.0,0.0,46.5,9.931041717529297
497225,51.519879,-0.043941,Whitehorse Lane 25 metres south east of junction with Shandy Street,2010-11-16 21:19:00+00:00,Fatal,Tower Hamlets,5.658499717712402,91.66697692871094,0.0,0.0,0.0,18.899999618530273,16.808570861816406
497226,51.488721,-0.019923,Westferry Road junction with Napier Avenue,2010-11-20 16:29:00+00:00,Fatal,Tower Hamlets,7.597499847412109,84.47518920898438,0.0,0.0,0.0,100.0,11.304228782653809
504396,51.603885,0.018874,High Road 25 metres north of junction with Broomhill Walk,2010-04-28 22:57:00+00:00,Fatal,Redbridge,12.022500038146973,67.42010498046875,0.0,0.0,0.0,33.0,11.090103149414062
504399,51.578332,0.096546,Leyswood Drive 49 metres south east of junction with Homefield Avenue,2010-07-28 17:14:00+00:00,Fatal,Redbridge,20.363000869750977,52.111995697021484,0.0,0.0,0.0,71.0999984741211,17.49614906311035
504418,51.603071,0.019127,High Road Woodford Green junction with Bunces Lane,2010-01-18 19:18:00+00:00,Fatal,Redbridge,5.648499965667725,95.58651733398438,0.0,0.0,0.0,87.0,7.4215898513793945
136246,51.393175,0.019502,Hayes Lane 171 metres north east of junction with Hayes Road,2010-08-17 10:50:00+00:00,Fatal,Bromley,15.91450023651123,83.73161315917969,0.0,0.0,0.0,100.0,15.379205703735352
136265,51.393934,-0.051905,Croydon Road junction with Tannery Close,2010-02-20 15:23:00+00:00,Fatal,Bromley,4.795000076293945,56.604270935058594,0.0,0.0,0.0,44.10000228881836,7.903619289398193
136268,51.393931,0.022554,Hayes Lane 115 metres south west of junction with Vincent Close,2010-02-28 01:08:00+00:00,Fatal,Bromley,5.232000350952148,94.2448959350586,0.5,0.5,0.0,61.80000305175781,10.315114974975586
136282,51.346863,-0.093248,Sanderstead Road junction with Heathhurst Road,2010-05-16 22:26:00+00:00,Fatal,Croydon,9.477499961853027,95.0722427368164,0.30000001192092896,0.30000001192092896,0.0,72.30000305175781,7.895416259765625
136286,51.351783,-0.010609,Headley Drive 79 metres north of junction with Goldcrest Way,2010-06-26 19:10:00+00:00,Fatal,Croydon,21.27050018310547,61.890567779541016,0.0,0.0,0.0,6.900000095367432,6.193674087524414
122806,51.507839,-0.127173,Trafalgar Square junction with Strand,2010-02-21 01:50:00+00:00,Fatal,City of Westminster,-3.928499937057495,95.95394897460938,0.0,0.0,0.0,0.0,7.928177833557129
122815,51.516281,-0.132159,Oxford Street 44 metres east of junction with Hanway Place,2010-04-14 13:00:00+00:00,Fatal,City of Westminster,9.26550006866455,65.19996643066406,0.0,0.0,0.0,90.0,16.279802322387695
122818,51.489462,-0.131354,Vauxhall Bridge Road junction with Drummond Gate,2010-05-22 11:25:00+00:00,Fatal,City of Westminster,17.95400047302246,63.193546295166016,0.0,0.0,0.0,5.700000286102295,9.585739135742188
497230,51.526743,-0.061956,Bethnal Green Road junction with Rushmead,2010-12-23 11:05:00+00:00,Fatal,Tower Hamlets,1.0390000343322754,81.27397918701172,0.0,0.0,0.0,87.9000015258789,19.3865909576416
497245,51.527779,-0.021689,Bow Road junction with Campbell Road,2010-02-07 02:25:00+00:00,Fatal,Tower Hamlets,4.0954999923706055,95.86937713623047,0.0,0.0,0.0,90.0,9.793058395385742
136295,51.33929,-0.016319,Homestead Road junction with Overbury Crescent,2010-08-28 03:14:00+00:00,Fatal,Croydon,9.850500106811523,86.7764663696289,0.0,0.0,0.0,25.200000762939453,11.609650611877441
136304,51.377785,-0.120272,Ampere Way junction with Purley Way,2010-02-01 08:07:00+00:00,Fatal,Croydon,-0.8874999284744263,89.22943878173828,0.0,0.0,0.0,9.0,15.459053993225098
136312,51.37372,-0.096874,Park Lane junction with Park Street,2010-02-28 09:34:00+00:00,Fatal,Croydon,4.625999927520752,93.22835540771484,1.7999999523162842,1.7999999523162842,0.0,100.0,26.717721939086914
128573,51.472411,-0.099394,Denmark Road junction with Camberwell Station Road,2010-08-12 18:45:00+00:00,Fatal,Southwark,18.071500778198242,58.35676574707031,0.0,0.0,0.0,75.9000015258789,9.983105659484863
128574,51.473499,-0.072421,Peckham High Street junction with Sumner Road,2010-08-18 05:22:00+00:00,Fatal,Southwark,12.697500228881836,80.60547637939453,0.0,0.0,0.0,100.0,12.889809608459473
128576,51.481586,-0.083026,St George's Way 60 metres east of junction with Birdlip Close,2010-09-06 18:51:00+00:00,Fatal,Southwark,16.817001342773438,80.6309814453125,0.699999988079071,0.699999988079071,0.0,93.60000610351562,19.586118698120117
128587,51.49427,-0.090979,New Kent Road 30 metres west of junction with Theobald Street,2010-10-07 14:54:00+00:00,Fatal,Southwark,17.3799991607666,62.6441650390625,0.0,0.0,0.0,31.200000762939453,15.13713264465332
493946,51.507839,-0.127173,Trafalgar Square junction with Strand,2010-02-21 01:50:00+00:00,Fatal,City of Westminster,-3.928499937057495,95.95394897460938,0.0,0.0,0.0,0.0,7.928177833557129
493955,51.516281,-0.132159,Oxford Street 44 metres east of junction with Hanway Place,2010-04-14 13:00:00+00:00,Fatal,City of Westminster,9.26550006866455,65.19996643066406,0.0,0.0,0.0,90.0,16.279802322387695
493958,51.489462,-0.131354,Vauxhall Bridge Road junction with Drummond Gate,2010-05-22 11:25:00+00:00,Fatal,City of Westminster,17.95400047302246,63.193546295166016,0.0,0.0,0.0,5.700000286102295,9.585739135742188
493985,51.503577,-0.136281,The Mall junction with Marlborough Road,2010-12-17 00:50:00+00:00,Fatal,City of Westminster,-3.3980000019073486,79.11564636230469,0.0,0.0,0.0,0.0,16.87013816833496
128594,51.462259,-0.066992,East Dulwich Road junction with Peckham Rye,2010-01-26 07:50:00+00:00,Fatal,Southwark,0.5695000290870667,86.77191162109375,0.0,0.0,0.0,80.39999389648438,12.101570129394531
128595,51.485174,-0.082443,Albany Road junction with Thurlow Street,2010-01-30 10:32:00+00:00,Fatal,Southwark,-0.039500005543231964,69.3119888305664,0.0,0.0,0.0,2.0999999046325684,12.727921485900879
128597,51.501273,-0.07818,Druid Street junction with Tower Bridge Road,2010-02-09 09:36:00+00:00,Fatal,Southwark,1.3344999551773071,78.66702270507812,0.0,0.0,0.0,57.599998474121094,14.512063980102539
128602,51.502134,-0.085766,Weston Street junction with Snowfields,2010-03-09 09:42:00+00:00,Fatal,Southwark,2.7845001220703125,76.34268951416016,0.0,0.0,0.0,90.0,20.421871185302734
492561,51.515862,-0.08937,Moorgate 25 metres north of junction with Telegraph Street,2010-08-17 14:45:00+00:00,Fatal,City of London,17.684999465942383,79.19404602050781,0.0,0.0,0.0,100.0,19.969457626342773
144405,51.611645,-0.134891,Telford Road north Circular Road 22 metres south west of junction with Lower Maidstone,2010-06-18 05:42:00+00:00,Fatal,Enfield,10.925999641418457,80.63520050048828,0.0,0.0,0.0,100.0,13.708391189575195
144411,51.611772,-0.06498,Fore Street /W Colyton Way,2010-10-28 17:07:00+00:00,Fatal,Enfield,13.162500381469727,84.52833557128906,0.0,0.0,0.0,86.4000015258789,19.16133689880371
144416,51.627391,-0.041632,Meridian Way 100 metres south west of junction with Pickett's Lock Lane,2010-12-23 01:05:00+00:00,Fatal,Enfield,-0.6024999618530273,87.61964416503906,0.0,0.0,0.0,69.5999984741211,19.245697021484375
126074,51.506068,-0.003464,Blackwall Tunnel (southbound) 513 metres south of junction with east India Dock Road.,2010-07-07 15:52:00+00:00,Fatal,Tower Hamlets,21.547500610351562,69.79216766357422,0.8999999761581421,0.8999999761581421,0.0,95.0999984741211,19.959720611572266
126081,51.508069,-0.004818,Aspen Way 200 metres north east of junction with Prestons Road,2010-10-18 02:09:00+00:00,Fatal,Tower Hamlets,5.310499668121338,77.87030792236328,0.0,0.0,0.0,46.5,9.931041717529297
126085,51.519879,-0.043941,Whitehorse Lane 25 metres south east of junction with Shandy Street,2010-11-16 21:19:00+00:00,Fatal,Tower Hamlets,5.658499717712402,91.66697692871094,0.0,0.0,0.0,18.899999618530273,16.808570861816406
126086,51.488721,-0.019923,Westferry Road junction with Napier Avenue,2010-11-20 16:29:00+00:00,Fatal,Tower Hamlets,7.597499847412109,84.47518920898438,0.0,0.0,0.0,100.0,11.304228782653809
126090,51.526743,-0.061956,Bethnal Green Road junction with Rushmead,2010-12-23 11:05:00+00:00,Fatal,Tower Hamlets,1.0390000343322754,81.27397918701172,0.0,0.0,0.0,87.9000015258789,19.3865909576416
126105,51.527779,-0.021689,Bow Road junction with Campbell Road,2010-02-07 02:25:00+00:00,Fatal,Tower Hamlets,4.0954999923706055,95.86937713623047,0.0,0.0,0.0,90.0,9.793058395385742
133889,51.60638,0.242982,Dagnam Park Drive junction with Stratton Road,2010-07-04 03:32:00+00:00,Fatal,Havering,13.97249984741211,70.8805160522461,0.0,0.0,0.0,27.0,9.346142768859863
133892,51.500277,0.223359,A13 350 metres west of junction with Top of New Road Exit Slip,2010-09-09 01:24:00+00:00,Fatal,Havering,12.592999458312988,90.58283233642578,0.0,0.0,0.0,39.900001525878906,9.6932954788208
144434,51.642408,-0.079719,Park Avenue junction with Faversham Avenue,2010-01-23 17:14:00+00:00,Fatal,Enfield,5.228000164031982,90.04335021972656,0.0,0.0,0.0,100.0,9.885261535644531
144439,51.682336,-0.057923,M25 477 metres west of junction with Great Cambridge Road,2010-03-30 01:54:00+00:00,Fatal,Enfield,8.227499961853027,94.37762451171875,0.0,0.0,0.0,100.0,15.391839981079102
144442,51.612816,-0.106967,North Circular Road 200 metres north east of junction with Green Lanes,2010-01-01 04:26:00+00:00,Fatal,Enfield,-0.36549997329711914,89.27328491210938,0.0,0.0,0.0,30.30000114440918,16.981164932250977
144443,51.645769,-0.109497,World's End Lane 60 metres south of junction with Tresilian Avenue,2010-10-08 12:00:00+00:00,Fatal,Enfield,17.15049934387207,87.74445343017578,0.0,0.0,0.0,94.19999694824219,17.731597900390625
507386,51.393175,0.019502,Hayes Lane 171 metres north east of junction with Hayes Road,2010-08-17 10:50:00+00:00,Fatal,Bromley,15.91450023651123,83.73161315917969,0.0,0.0,0.0,100.0,15.379205703735352
507405,51.393934,-0.051905,Croydon Road junction with Tannery Close,2010-02-20 15:23:00+00:00,Fatal,Bromley,4.795000076293945,56.604270935058594,0.0,0.0,0.0,44.10000228881836,7.903619289398193
133895,51.503174,0.227102,New Road junction with Sandy Lane,2010-10-25 18:27:00+00:00,Fatal,Havering,5.680000305175781,81.61328887939453,0.0,0.0,0.0,0.0,5.771238803863525
133896,51.507378,0.180472,Coldharbour Lane 345 metres south east of Ferry Lane,2010-11-05 07:10:00+00:00,Fatal,Havering,15.07349967956543,85.29662322998047,0.0,0.0,0.0,100.0,19.966211318969727
122845,51.503577,-0.136281,The Mall junction with Marlborough Road,2010-12-17 00:50:00+00:00,Fatal,City of Westminster,-3.3980000019073486,79.11564636230469,0.0,0.0,0.0,0.0,16.87013816833496
507408,51.393931,0.022554,Hayes Lane 115 metres south west of junction with Vincent Close,2010-02-28 01:08:00+00:00,Fatal,Bromley,5.232000350952148,94.2448959350586,0.5,0.5,0.0,61.80000305175781,10.315114974975586
507422,51.346863,-0.093248,Sanderstead Road junction with Heathhurst Road,2010-05-16 22:26:00+00:00,Fatal,Croydon,9.477499961853027,95.0722427368164,0.30000001192092896,0.30000001192092896,0.0,72.30000305175781,7.895416259765625
507426,51.351783,-0.010609,Headley Drive 79 metres north of junction with Goldcrest Way,2010-06-26 19:10:00+00:00,Fatal,Croydon,21.27050018310547,61.890567779541016,0.0,0.0,0.0,6.900000095367432,6.193674087524414
507435,51.33929,-0.016319,Homestead Road junction with Overbury Crescent,2010-08-28 03:14:00+00:00,Fatal,Croydon,9.850500106811523,86.7764663696289,0.0,0.0,0.0,25.200000762939453,11.609650611877441
507444,51.377785,-0.120272,Ampere Way junction with Purley Way,2010-02-01 08:07:00+00:00,Fatal,Croydon,-0.8874999284744263,89.22943878173828,0.0,0.0,0.0,9.0,15.459053993225098
507452,51.37372,-0.096874,Park Lane junction with Park Street,2010-02-28 09:34:00+00:00,Fatal,Croydon,4.625999927520752,93.22835540771484,1.7999999523162842,1.7999999523162842,0.0,100.0,26.717721939086914
497912,51.446035,0.0309,Sidcup Road 95 metres north of junction with Mottingham Lane,2010-04-17 22:00:00+00:00,Fatal,Greenwich,5.81850004196167,85.16588592529297,0.0,0.0,0.0,0.0,8.287821769714355
497915,51.480842,-0.021993,Creek Road 50 metres east of junction with Deptford Church Street,2010-05-25 17:47:00+00:00,Fatal,Greenwich,15.084500312805176,58.41333770751953,0.0,0.0,0.0,17.700000762939453,19.130874633789062
497926,51.477258,0.01947,Charlton Road junction with Old Dover Road,2010-09-23 12:35:00+00:00,Fatal,Greenwich,16.8070011138916,83.29242706298828,0.699999988079071,0.699999988079071,0.0,79.19999694824219,14.88241958618164
