id,lat,lon,location,date,severity,borough,temperature_2m,relative_humidity_2m,precipitation,rain,snowfall,cloud_cover,et0_fao_evapotranspiration
121526,51.507507,-0.128915,Cockspur Street junction with Spring Gardens,2010-01-29 17:40:00+00:00,Slight,City of Westminster,1.4565000534057617,64.35462188720703,0.0,0.0,0.0,15.299999237060547,0.04070049151778221
121527,51.518191,-0.167683,Edgware Road junction with Sussex Gardens,2010-01-30 09:57:00+00:00,Slight,City of Westminster,-1.527999997138977,70.32688903808594,0.0,0.0,0.0,0.8999999761581421,0.02856948785483837
121528,51.507203,-0.14207,Piccadilly junction with Berkeley Street,2010-01-30 21:30:00+00:00,Slight,City of Westminster,-2.260500192642212,85.1898193359375,0.0,0.0,0.0,0.0,0.0011547515168786049
121529,51.530497,-0.184201,Maida Vale junction with Elgin Avenue,2010-01-30 22:30:00+00:00,Slight,City of Westminster,-2.690999984741211,85.1406478881836,0.0,0.0,0.0,0.0,0.0021042220760136843
121530,51.514879,-0.162915,Edgware Road junction with Connaught Street,2010-01-31 15:51:00+00:00,Slight,City of Westminster,3.0414998531341553,69.95361328125,0.0,0.0,0.0,100.0,0.05905801057815552
121531,51.527512,-0.183022,Sutherland Avenue junction with Randolph Avenue,2010-01-31 23:15:00+00:00,Slight,City of Westminster,-1.1085000038146973,91.55229949951172,0.0,0.0,0.0,17.69999885559082,0.0
121532,51.510186,-0.139038,Sackville Street junction with Vigo Street,2010-01-31 19:17:00+00:00,Slight,City of Westminster,-1.0844999551773071,91.55390930175781,0.0,0.0,0.0,24.599998474121094,0.0
121533,51.520358,-0.156785,Baker Street junction with Paddington Street,2010-01-25 16:24:00+00:00,Slight,City of Westminster,3.628499984741211,74.56317901611328,0.0,0.0,0.0,49.5,0.03312796354293823
121534,51.519089,-0.144729,Portland Place junction with Duchess Street,2010-02-01 11:53:00+00:00,Serious,City of Westminster,2.5349998474121094,70.88973236083984,0.0,0.0,0.0,1.7999999523162842,0.08565004169940948
121535,51.510223,-0.187313,Bayswater Road junction with Queensway,2010-02-01 18:42:00+00:00,Serious,City of Westminster,0.9350000023841858,83.68582153320312,0.0,0.0,0.0,25.80000114440918,0.0026117980014532804
121536,51.496224,-0.143208,Wilton Road junction with Terminus Place,2010-02-01 18:10:00+00:00,Slight,City of Westminster,0.9410000443458557,83.68655395507812,0.0,0.0,0.0,25.80000114440918,0.002612306969240308
121537,51.510004,-0.133281,Haymarket junction with Coventry Street,2010-01-22 13:30:00+00:00,Slight,City of Westminster,7.258999824523926,94.9865951538086,0.20000000298023224,0.20000000298023224,0.0,100.0,0.024446001276373863
121538,51.494592,-0.125411,Millbank junction with Horseferry Road,2010-01-29 10:07:00+00:00,Slight,City of Westminster,3.9149999618530273,97.56824493408203,0.0,0.0,0.0,100.0,0.01657787896692753
121539,51.521975,-0.185549,Blomfield Road junction with Clifton Villas,2010-01-13 07:30:00+00:00,Slight,City of Westminster,-0.6585000157356262,90.57566833496094,0.30000001192092896,0.0,0.21000000834465027,100.0,0.0
121540,51.511277,-0.128473,Charing Cross Road junction with Cranbourn Street,2010-01-29 23:15:00+00:00,Slight,City of Westminster,-1.565000057220459,67.93807220458984,0.0,0.0,0.0,0.0,0.024394860491156578
121541,51.524293,-0.201746,Harrow Road junction with Great western Road,2010-02-02 11:25:00+00:00,Slight,City of Westminster,6.328500270843506,89.81309509277344,0.0,0.0,0.0,100.0,0.0451815128326416
121542,51.515706,-0.164035,Edgware Road 25 metres south east of junction with Kendal Street,2010-02-02 09:11:00+00:00,Slight,City of Westminster,5.034999847412109,91.30513000488281,0.10000000149011612,0.10000000149011612,0.0,100.0,0.021806005388498306
121543,51.515615,-0.181334,Gloucester Terrace 77 metres south east of junction with Cleveland Terrace,2010-02-01 18:10:00+00:00,Slight,City of Westminster,0.9869999885559082,83.69219970703125,0.0,0.0,0.0,25.80000114440918,0.002616268815472722
121544,51.53132,-0.185033,Maida Vale 85 metres north west of junction with Elgin Avenue,2010-01-17 19:07:00+00:00,Slight,City of Westminster,3.421999931335449,92.83356475830078,0.0,0.0,0.0,0.0,0.0
121545,51.496186,-0.135142,Greycoat Place junction with Rochester Row,2010-02-03 18:05:00+00:00,Slight,City of Westminster,3.5910000801086426,93.83686065673828,0.0,0.0,0.0,100.0,0.0
121546,51.530923,-0.176831,Grove End Road 43 metres north of junction with Circus Road,2010-02-03 17:28:00+00:00,Serious,City of Westminster,3.137500047683716,92.15796661376953,0.0,0.0,0.0,100.0,0.01565629057586193
121547,51.535308,-0.175502,- Finchley Road junction with Queen's Terrace,2010-02-05 00:20:00+00:00,Slight,City of Westminster,4.648499965667725,85.33882141113281,0.0,0.0,0.0,64.20000457763672,0.008799299597740173
121548,51.496663,-0.125614,Millbank 30 metres south of junction with Great Peter Street,2010-02-04 18:00:00+00:00,Serious,City of Westminster,5.690999984741211,89.76343536376953,0.0,0.0,0.0,67.80000305175781,0.0029598348774015903
121549,51.520138,-0.170314,Edgware Road junction with Marylebone Road,2010-02-04 22:45:00+00:00,Slight,City of Westminster,5.015500068664551,84.4753189086914,0.0,0.0,0.0,89.70000457763672,0.012028809636831284
121550,51.520671,-0.165277,Marylebone Road junction with Cosway Street,2010-02-05 06:56:00+00:00,Slight,City of Westminster,6.335000038146973,94.62179565429688,0.699999988079071,0.699999988079071,0.0,100.0,0.0
121551,51.526339,-0.206135,Harrow Road junction with First Avenue,2010-01-23 03:54:00+00:00,Slight,City of Westminster,6.441500186920166,98.97235870361328,0.0,0.0,0.0,100.0,0.0
121552,51.508177,-0.131482,Haymarket junction with Suffolk Place,2010-02-02 15:30:00+00:00,Serious,City of Westminster,6.8979997634887695,93.34697723388672,0.10000000149011612,0.10000000149011612,0.0,100.0,0.02718164213001728
121553,51.502013,-0.151041,Duke of Wellington Place 49 metres north east of junction with Grosvenor Place,2010-02-05 15:33:00+00:00,Slight,City of Westminster,9.488999366760254,72.4920883178711,0.0,0.0,0.0,36.29999923706055,0.09460344165563583
121554,51.502273,-0.150455,Duke of Wellington Place 45 metres south west of junction with Constitution Hill,2010-02-06 17:50:00+00:00,Slight,City of Westminster,7.789000034332275,81.89305877685547,0.0,0.0,0.0,67.5,0.025231152772903442
121555,51.500184,-0.126478,Parliament Square junction with St Margaret Street,2010-02-07 11:52:00+00:00,Serious,City of Westminster,4.828000068664551,80.05555725097656,0.0,0.0,0.0,85.5,0.048717062920331955
121556,51.514253,-0.134692,Wardour Street 25 metres north of junction with Broadwick Street,2010-02-07 03:50:00+00:00,Slight,City of Westminster,3.7154998779296875,96.19625854492188,0.0,0.0,0.0,90.0,0.0
121557,51.510924,-0.15731,Park Lane junction with Upper Brook Street,2010-01-28 19:45:00+00:00,Slight,City of Westminster,4.628499984741211,80.89080047607422,0.0,0.0,0.0,100.0,0.011822674423456192
121558,51.519365,-0.156537,Dorset Street junction with Baker Street,2010-02-08 07:22:00+00:00,Slight,City of Westminster,1.222000002861023,93.72037506103516,0.0,0.0,0.0,100.0,0.0
121559,51.526358,-0.207431,Harrow Road junction with Second Avenue,2010-02-08 15:43:00+00:00,Slight,City of Westminster,2.047999858856201,87.55258178710938,0.0,0.0,0.0,100.0,0.036454133689403534
121560,51.514703,-0.14606,Oxford Street 63 metres east of junction with Vere Street,2010-01-22 15:55:00+00:00,Slight,City of Westminster,7.433000087738037,94.3428726196289,0.10000000149011612,0.10000000149011612,0.0,100.0,0.02502264827489853
121561,51.509454,-0.126962,Charing Cross Road junction with St Martin's Place,2010-02-09 12:15:00+00:00,Slight,City of Westminster,3.8980000019073486,67.60492706298828,0.0,0.0,0.0,51.29999923706055,0.09550275653600693
121562,51.511306,-0.113484,Temple Place junction with Arundel Street,2010-02-09 10:18:00+00:00,Slight,City of Westminster,2.0824999809265137,77.06842803955078,0.0,0.0,0.0,69.0,0.05278391391038895
121563,51.50659,-0.12218,Victoria Embankment junction with northumberland Avenue,2010-02-09 18:35:00+00:00,Slight,City of Westminster,2.0475001335144043,72.38230895996094,0.0,0.0,0.0,11.699999809265137,0.021348945796489716
121564,51.494737,-0.124958,Millbank junction with Horseferry Road,2010-02-03 19:55:00+00:00,Slight,City of Westminster,5.303999900817871,96.58013153076172,0.800000011920929,0.800000011920929,0.0,100.0,0.0
121565,51.505609,-0.145276,Piccadilly junction with White Horse Street,2010-02-10 12:15:00+00:00,Slight,City of Westminster,2.0434999465942383,65.95663452148438,0.0,0.0,0.0,47.400001525878906,0.11145104467868805
121566,51.516719,-0.16558,Edgware Road 50 metres west junction with Nutford Place,2010-02-10 02:40:00+00:00,Slight,City of Westminster,0.1784999966621399,92.3101806640625,0.0,0.0,0.0,81.0,0.0
121567,51.517863,-0.169714,Star Street junction with Sale Place,2010-02-02 18:55:00+00:00,Slight,City of Westminster,6.378499984741211,90.13056945800781,0.0,0.0,0.0,94.79999542236328,0.00615264056250453
121568,51.524199,-0.201462,Elgin Avenue junction with Harrow Road,2010-01-29 18:10:00+00:00,Slight,City of Westminster,0.6284999847412109,63.67448043823242,0.0,0.0,0.0,5.399999618530273,0.03144931048154831
121569,51.502851,-0.152881,Knightsbridge junction with Grosvenor Place,2010-01-29 21:10:00+00:00,Serious,City of Westminster,-0.6239999532699585,67.6273193359375,0.0,0.0,0.0,0.0,0.024474268779158592
121570,51.505158,-0.150914,Park Lane 68 metres north of junction with Achilles Way,2010-01-28 18:30:00+00:00,Slight,City of Westminster,4.054500102996826,80.23143005371094,0.0,0.0,0.0,100.0,0.011066262610256672
121571,51.521146,-0.144068,Hallam Street junction with Weymouth Street,2010-02-11 06:48:00+00:00,Slight,City of Westminster,-1.3215000629425049,77.07670593261719,0.0,0.0,0.0,30.599998474121094,0.01916717179119587
121572,51.500148,-0.141175,Buckingham Gate junction with Birdcage Walk,2010-02-11 17:50:00+00:00,Slight,City of Westminster,1.0214999914169312,59.78316879272461,0.0,0.0,0.0,52.19999694824219,0.04771525412797928
121573,51.53786,-0.177708,Marlborough Hill 60 metres north of junction with Carlton Hill,2010-02-12 15:45:00+00:00,Slight,City of Westminster,4.213500022888184,69.68235778808594,0.0,0.0,0.0,84.5999984741211,0.08104658126831055
121574,51.51088,-0.120563,Strand junction with Burleigh Street,2010-02-12 01:35:00+00:00,Serious,City of Westminster,0.10450000315904617,94.3502197265625,0.0,0.0,0.0,70.5,0.0
121575,51.502216,-0.158237,Knightsbridge junction with William Street,2010-02-11 15:25:00+00:00,Slight,City of Westminster,2.2150001525878906,53.212257385253906,0.0,0.0,0.0,57.599998474121094,0.10248512774705887
121576,51.512799,-0.139363,Ganton Street junction with Kingly Street,2010-02-13 03:25:00+00:00,Slight,City of Westminster,0.9589999318122864,85.86389923095703,0.0,0.0,0.0,81.0,0.006796213332563639
121577,51.508451,-0.131759,Haymarket junction with Charles Ii Street,2010-02-14 00:30:00+00:00,Slight,City of Westminster,-0.07600000500679016,91.9572982788086,0.0,0.0,0.0,66.9000015258789,0.0
121578,51.502202,-0.157374,Knightsbridge 50 metres west junction with Wilton Place,2010-02-13 19:22:00+00:00,Slight,City of Westminster,1.5694999694824219,93.06378173828125,0.0,0.0,0.0,51.599998474121094,0.0
121579,51.506513,-0.134288,Pallmall junction with Carlton Gardens,2010-02-03 05:50:00+00:00,Slight,City of Westminster,1.8804999589920044,96.48545837402344,0.0,0.0,0.0,100.0,0.0
121580,51.496122,-0.125492,Millbank junction with Dean Stanley Street,2010-02-08 09:10:00+00:00,Slight,City of Westminster,1.656499981880188,90.41744995117188,0.0,0.0,0.0,100.0,0.019977984949946404
121581,51.497003,-0.135685,Artillery Row junction with Howick Place,2010-02-15 18:54:00+00:00,Slight,City of Westminster,2.552000045776367,86.03401184082031,0.0,0.0,0.0,77.70000457763672,0.019214283674955368
121582,51.514039,-0.172461,Sussex Place junction with Clifton Place,2010-02-15 17:55:00+00:00,Slight,City of Westminster,2.6045000553131104,84.80475616455078,0.0,0.0,0.0,82.79999542236328,0.022795597091317177
121583,51.491701,-0.141519,Warwick Way junction with Belgrave Road,2010-02-04 08:10:00+00:00,Slight,City of Westminster,6.790999889373779,97.28785705566406,0.20000000298023224,0.20000000298023224,0.0,100.0,0.012462623417377472
121584,51.50626,-0.129687,The Mall 98 metres north east of junction with Horse Guards Road,2010-01-30 22:50:00+00:00,Slight,City of Westminster,-2.6435000896453857,85.46791076660156,0.0,0.0,0.0,0.0,0.001876111957244575
121585,51.513519,-0.122472,Bow Street junction with Floral Street,2010-02-16 18:40:00+00:00,Slight,City of Westminster,3.921999931335449,95.86367797851562,0.4000000059604645,0.4000000059604645,0.0,100.0,0.010366817936301231
121586,51.513315,-0.177967,Gloucester Terrace junction with westbourne Crescent,2010-02-09 08:15:00+00:00,Serious,City of Westminster,0.6304999589920044,78.26640319824219,0.0,0.0,0.0,60.29999923706055,0.02898857183754444
121587,51.499605,-0.129671,Storey's Gate junction with Tothill Street,2010-02-13 17:55:00+00:00,Slight,City of Westminster,2.378000020980835,87.2682876586914,0.0,0.0,0.0,100.0,0.02083548530936241
121588,51.527178,-0.214031,Harrow Road 22 metres west of junction with Sixth Avenue,2010-02-17 15:55:00+00:00,Slight,City of Westminster,6.171999931335449,60.407470703125,0.0,0.0,0.0,13.5,0.12199053168296814
121589,51.487886,-0.127846,Vauxhall Bridge Road 150 metres south east of junction with Millbank,2010-02-17 18:31:00+00:00,Serious,City of Westminster,2.5929999351501465,82.0821762084961,0.0,0.0,0.0,0.0,0.016271399334073067
121590,51.536325,-0.176154,Finchley Road junction with Queen's Grove,2010-02-17 19:12:00+00:00,Slight,City of Westminster,1.3049999475479126,88.44198608398438,0.0,0.0,0.0,0.0,0.0
121591,51.51776,-0.140314,Mortimer Street junction with Great Titchfield Street,2010-02-19 11:10:00+00:00,Slight,City of Westminster,2.9154999256134033,78.33870697021484,0.0,0.0,0.0,57.0,0.08259467780590057
121592,51.495956,-0.143363,Wilton Road junction with Terminus Place,2010-02-19 14:17:00+00:00,Slight,City of Westminster,5.091000080108643,58.17202377319336,0.0,0.0,0.0,63.0,0.13646219670772552
121593,51.51047,-0.185862,Inverness Terrace junction with Bayswater Road,2010-02-20 14:55:00+00:00,Serious,City of Westminster,5.091500282287598,54.2075309753418,0.0,0.0,0.0,30.299999237060547,0.1345120072364807
121594,51.520655,-0.181566,Harrow Road junction with Warwick Crescent,2010-02-20 20:30:00+00:00,Slight,City of Westminster,1.065500020980835,85.56182861328125,0.0,0.0,0.0,30.600000381469727,0.0
121595,51.498231,-0.150762,Upper Belgrave Street junction with Eaton Place,2010-02-20 08:35:00+00:00,Slight,City of Westminster,-2.984999895095825,93.50530242919922,0.0,0.0,0.0,4.5,0.003305097809061408
121596,51.530561,-0.176702,Grove End Road junction with Hall Road,2010-02-16 21:33:00+00:00,Slight,City of Westminster,3.1440000534057617,96.52085876464844,1.0,1.0,0.0,100.0,0.0
121597,51.492353,-0.137315,Vauxhall Bridge Road junction with Udall Road,2010-02-22 22:00:00+00:00,Serious,City of Westminster,1.2409999370574951,89.73213195800781,0.0,0.0,0.0,70.19999694824219,0.0
121598,51.506392,-0.143659,Piccadilly junction with Bolton Street,2010-02-22 20:50:00+00:00,Slight,City of Westminster,1.8350000381469727,88.16915130615234,0.0,0.0,0.0,100.0,0.0019088945118710399
121599,51.511593,-0.142727,Conduit Street junction with St George Street,2010-02-22 16:10:00+00:00,Slight,City of Westminster,2.567499876022339,91.46466064453125,0.0,0.0,0.0,100.0,0.027485553175210953
121600,51.52582,-0.178332,Maida Vale junction with St John's Wood Road,2010-02-22 15:51:00+00:00,Serious,City of Westminster,2.615499973297119,91.14042663574219,0.10000000149011612,0.10000000149011612,0.0,100.0,0.03906042501330376
121601,51.531145,-0.179562,Alma Square 49 metres north east of junction with Hamilton Gardens,2010-02-23 09:40:00+00:00,Slight,City of Westminster,2.244000196456909,85.69037628173828,0.0,0.0,0.0,100.0,0.034452322870492935
121602,51.510109,-0.145526,Bruton Street junction with Berkeley Square,2010-02-19 09:27:00+00:00,Slight,City of Westminster,0.7980000376701355,90.02432250976562,0.0,0.0,0.0,52.79999542236328,0.029355574399232864
121603,51.516993,-0.165857,Edgware Road junction with Burwood Place,2010-02-22 11:25:00+00:00,Slight,City of Westminster,1.8285000324249268,99.64336395263672,1.2000000476837158,0.7000000476837158,0.3499999940395355,100.0,0.013226889073848724
121604,51.511185,-0.179781,Bayswater Road junction with Lancaster Gate,2010-02-23 08:30:00+00:00,Serious,City of Westminster,1.6109999418258667,89.11334991455078,0.0,0.0,0.0,100.0,0.01648630015552044
121605,51.513864,-0.140747,Great Marlborough Street junction with Kingly Street,2010-02-18 08:30:00+00:00,Slight,City of Westminster,0.9765000343322754,97.86233520507812,0.0,0.0,0.0,100.0,0.007565144915133715
121606,51.51645,-0.154204,Fitzhardinge Street junction with Seymour Mews,2010-02-24 09:25:00+00:00,Slight,City of Westminster,6.547999858856201,92.68394470214844,0.10000000149011612,0.10000000149011612,0.0,60.599998474121094,0.03765922039747238
121607,51.524135,-0.145388,Park Square east junction with Marylebone Road,2010-02-24 10:00:00+00:00,Slight,City of Westminster,8.04800033569336,89.02140808105469,0.699999988079071,0.699999988079071,0.0,100.0,0.07689804583787918
121608,51.492792,-0.12534,Millbank 35 metres south junction with Thorney Street,2010-02-24 22:01:00+00:00,Slight,City of Westminster,6.860499858856201,94.64380645751953,0.0,0.0,0.0,100.0,0.0
121609,51.488644,-0.135882,St George's Square junction with Lupus Street,2010-02-24 18:25:00+00:00,Serious,City of Westminster,8.134500503540039,83.66236877441406,0.30000001192092896,0.30000001192092896,0.0,100.0,0.02847704105079174
121610,51.506068,-0.151598,Park Lane junction with Curzon Street,2010-02-25 06:50:00+00:00,Slight,City of Westminster,5.534999847412109,96.92303466796875,0.0,0.0,0.0,59.39999771118164,0.0
121611,51.494672,-0.124831,Lambeth Bridge junction with Millbank,2010-02-26 06:00:00+00:00,Slight,City of Westminster,4.803999900817871,94.2255630493164,0.30000001192092896,0.30000001192092896,0.0,100.0,0.0
121612,51.500231,-0.14074,Birdcage Walk junction with Buckingham Gate,2010-02-25 23:49:00+00:00,Slight,City of Westminster,8.171500205993652,93.09303283691406,0.0,0.0,0.0,100.0,0.002672818722203374
121613,51.48715,-0.138103,Chichester Street junction with Claverton Street,2010-02-25 19:24:00+00:00,Slight,City of Westminster,7.147500038146973,95.63815307617188,1.100000023841858,1.100000023841858,0.0,100.0,0.0
121614,51.524162,-0.158505,Baker Street junction with Allsop Place,2010-02-25 09:43:00+00:00,Slight,City of Westminster,6.591500282287598,93.3311538696289,0.0,0.0,0.0,100.0,0.03371073678135872
121615,51.51309,-0.129407,Shaftesbury Avenue junction with Charing Cross Road,2010-02-16 10:55:00+00:00,Slight,City of Westminster,3.8480000495910645,98.95075988769531,0.5,0.5,0.0,100.0,0.024623336270451546
121616,51.514948,-0.144464,Oxford Street junction with Holles Street,2010-02-25 16:30:00+00:00,Serious,City of Westminster,7.263500213623047,89.57466125488281,1.100000023841858,1.100000023841858,0.0,100.0,0.03278091177344322
121617,51.524811,-0.177075,Edgware Road junction with Blomfield Road,2010-02-21 14:40:00+00:00,Slight,City of Westminster,6.989500045776367,87.09703826904297,0.20000000298023224,0.20000000298023224,0.0,38.70000076293945,0.09246208518743515
121618,51.513253,-0.191372,Prince's Square junction with Prince's Square,2010-02-16 15:46:00+00:00,Slight,City of Westminster,4.284999847412109,93.5398178100586,0.5,0.5,0.0,100.0,0.031611453741788864
121619,51.502338,-0.148867,Constitution Hill 70 metres east of junction with Duke of Wellington Place,2010-01-09 22:30:00+00:00,Slight,City of Westminster,-0.41099998354911804,82.90115356445312,0.0,0.0,0.0,100.0,0.01292477361857891
121620,51.48819,-0.129994,Grosvenor Road 60 metres south of junction with Vauxhall Bridge Road,2010-02-20 13:20:00+00:00,Slight,City of Westminster,4.904000282287598,58.33951187133789,0.10000000149011612,0.10000000149011612,0.0,20.399999618530273,0.1480049192905426
121621,51.506887,-0.146521,Curzon Street junction with Half Moon Street,2010-02-26 15:30:00+00:00,Slight,City of Westminster,7.530500411987305,55.26816940307617,0.0,0.0,0.0,35.099998474121094,0.14704959094524384
121622,51.534525,-0.188799,Maida Vale junction with Boundary Road,2010-02-26 14:45:00+00:00,Slight,City of Westminster,7.2285003662109375,56.61824417114258,0.0,0.0,0.0,57.29999923706055,0.13847260177135468
121623,51.520487,-0.147843,Harley Street junction with Weymouth Street,2010-02-27 08:10:00+00:00,Serious,City of Westminster,6.641499996185303,91.09513092041016,0.0,0.0,0.0,100.0,0.021154018118977547
121624,51.515288,-0.148919,Marylebone Lane junction with Henrietta Place,2010-02-27 19:31:00+00:00,Slight,City of Westminster,6.8480000495910645,90.47933959960938,0.30000001192092896,0.30000001192092896,0.0,100.0,0.0
121625,51.520033,-0.170492,Edgware Road junction with Harrow Road,2010-02-28 00:50:00+00:00,Slight,City of Westminster,5.365499973297119,94.58081817626953,0.20000000298023224,0.20000000298023224,0.0,72.00000762939453,0.0
121626,51.515905,-0.142408,Regent Street junction with Great Castle Street,2010-02-27 21:22:00+00:00,Slight,City of Westminster,6.046000003814697,92.3332748413086,0.0,0.0,0.0,100.0,0.0
121627,51.497358,-0.152382,Eaton Square junction with Belgrave Place,2010-02-28 03:17:00+00:00,Slight,City of Westminster,5.121500015258789,93.25447845458984,0.30000001192092896,0.30000001192092896,0.0,100.0,0.0
121628,51.511886,-0.138536,Beak Street junction with Kingly Street,2010-02-22 12:30:00+00:00,Slight,City of Westminster,1.8590000867843628,99.28803253173828,0.8999999761581421,0.5999999642372131,0.21000000834465027,100.0,0.016581354662775993
121629,51.519384,-0.16922,Edgware Road junction with Chapel Street,2010-02-25 09:40:00+00:00,Slight,City of Westminster,6.559000015258789,93.3294677734375,0.0,0.0,0.0,100.0,0.03366577997803688
121630,51.516375,-0.178133,Eastbourne Terrace junction with Chilworth Street,2010-03-02 04:30:00+00:00,Slight,City of Westminster,1.7804999351501465,92.40679931640625,0.0,0.0,0.0,42.29999923706055,0.0
124063,51.525891,-0.103366,Percival Street junction with Agdon Street,2010-07-15 17:15:00+00:00,Slight,Islington,19.730499267578125,51.25204849243164,0.0,0.0,0.0,34.79999923706055,0.30727720260620117
124064,51.56365,-0.102805,Blackstock Road 60 metres north west of junction with Ambler Road,2010-07-14 13:40:00+00:00,Slight,Islington,19.50200080871582,69.3962173461914,0.0,0.0,0.0,100.0,0.2626499831676483
124065,51.553177,-0.133822,Brecknock Road 70 metres north of junction with Carleton Road,2010-07-16 18:55:00+00:00,Slight,Islington,18.752500534057617,62.54080581665039,0.0,0.0,0.0,62.099998474121094,0.19270363450050354
124066,51.553526,-0.105102,Drayton Park junction with Martineau Road,2010-07-18 00:15:00+00:00,Slight,Islington,13.008500099182129,68.79280090332031,0.0,0.0,0.0,9.600000381469727,0.01984831877052784
124067,51.563189,-0.102103,Blackstock Road junction with Ambler Road,2010-07-15 11:00:00+00:00,Slight,Islington,18.01500129699707,71.87654876708984,0.0,0.0,0.0,59.099998474121094,0.23105406761169434
124068,51.55329,-0.123965,Camden Road junction with Parkhurst Road,2010-07-13 09:03:00+00:00,Slight,Islington,16.536998748779297,82.72100067138672,0.20000000298023224,0.20000000298023224,0.0,100.0,0.11661753058433533
124069,51.524578,-0.094483,Old Street junction with Helmet Row,2010-07-13 17:03:00+00:00,Slight,Islington,21.3435001373291,62.5130500793457,0.0,0.0,0.0,65.70000457763672,0.21831879019737244
124070,51.547115,-0.092388,St Paul's Road junction with Wallace Road,2010-07-16 06:35:00+00:00,Serious,Islington,13.791500091552734,82.10906219482422,0.0,0.0,0.0,8.700000762939453,0.06419362127780914
124071,51.546723,-0.118221,Caledonian Road junction with Market Road,2010-07-21 17:00:00+00:00,Slight,Islington,21.04599952697754,46.671749114990234,0.0,0.0,0.0,34.79999923706055,0.3071795105934143
124072,51.562161,-0.110803,Durham Road junction with Seven Sisters Road,2010-07-26 13:32:00+00:00,Slight,Islington,21.008501052856445,65.12742614746094,0.20000000298023224,0.20000000298023224,0.0,100.0,0.23442839086055756
124073,51.561852,-0.136496,Junction Road junction with Tremlett Grove,2010-07-22 15:10:00+00:00,Slight,Islington,19.676498413085938,60.121864318847656,0.10000000149011612,0.10000000149011612,0.0,56.099998474121094,0.3117217421531677
124074,51.537841,-0.102725,Upper Street junction with Gaskin Street,2010-07-17 19:30:00+00:00,Slight,Islington,18.189498901367188,46.83454513549805,0.0,0.0,0.0,7.800000190734863,0.14453431963920593
124075,51.560019,-0.12301,Holloway Road junction with Manor Gardens,2010-07-28 07:58:00+00:00,Slight,Islington,16.525999069213867,81.384033203125,0.0,0.0,0.0,2.6999998092651367,0.11259867995977402
124076,51.53345,-0.109252,Chapel Market junction with Baron Street,2010-07-24 17:30:00+00:00,Slight,Islington,22.28299903869629,42.655784606933594,0.0,0.0,0.0,100.0,0.29195672273635864
124077,51.534134,-0.107061,Liverpool Road 50 metres south of junction with Tolpuddle Street,2010-07-27 11:26:00+00:00,Slight,Islington,20.170000076293945,81.8491439819336,0.30000001192092896,0.30000001192092896,0.0,100.0,0.12785129249095917
124078,51.525387,-0.088971,Old Street junction with Mallow Street,2010-07-28 16:55:00+00:00,Serious,Islington,20.89349937438965,50.37050247192383,0.0,0.0,0.0,80.10000610351562,0.28382858633995056
124079,51.559461,-0.121879,Holloway Road junction with Windsor Road,2010-07-26 09:30:00+00:00,Serious,Islington,18.069499969482422,78.48389434814453,0.0,0.0,0.0,100.0,0.08067100495100021
124080,51.525477,-0.088967,Old Street junction with Mallow Street,2010-07-24 22:18:00+00:00,Serious,Islington,18.0935001373291,65.57067108154297,0.0,0.0,0.0,64.80000305175781,0.02846588008105755
